Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response to UV (GO:0034644)	6/74	0.007403834064898052	0.12801559339358468	0	0	3.750577960441819	18.399425193917182	MME;ERCC4;POLK;INO80;TP53;CRIP1
Peptidyl-lysine Modification (GO:0018205)	6/74	0.007403834064898052	0.12801559339358468	0	0	3.750577960441819	18.399425193917182	LIPT1;VPS33B;MDM2;SIRT5;VIPAS39;DOHH
Protein Transport (GO:0015031)	15/317	0.007476863024910926	0.12801559339358468	0	0	2.1276862490597206	10.417028377374173	MACF1;PARP4;TFRC;STXBP2;VPS33B;FGG;LMTK2;DNM2;PREPL;KIF13A;VIPAS39;APOB;SNX7;OPTN;MON1A
Phosphorylation (GO:0016310)	13/258	0.007504660660006269	0.12801559339358468	0	0	2.2696321100502286	11.103564635717193	DMPK;DGKA;CDC42BPG;LMTK2;CDC42BPA;MTOR;MAPK9;TOLLIP;MKNK1;ERBB2;STK38L;NEK3;MAP4K3
Monoatomic Anion Transport (GO:0006820)	5/53	0.0075633035482569385	0.12801559339358468	0	0	4.4226579520697165	21.602239281303362	CLIC5;SLC12A4;FXYD1;LRRC8C;LRRC8D
Myelination (GO:0042552)	5/53	0.0075633035482569385	0.12801559339358468	0	0	4.4226579520697165	21.602239281303362	CNTNAP1;GPC1;DEGS1;SELENOI;GPM6B
Negative Regulation of Cell Projection Organization (GO:0031345)	5/53	0.0075633035482569385	0.12801559339358468	0	0	4.4226579520697165	21.602239281303362	EFNB2;APP;EPHA4;DENND5A;RTN4RL2
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233)	5/53	0.0075633035482569385	0.12801559339358468	0	0	4.4226579520697165	21.602239281303362	NRP1;TGFB3;NF2;CX3CL1;AMOT
Branchiomotor Neuron Axon Guidance (GO:0021785)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NRP1;NRP2
Reg of Epithelial to Mesenchymal Transition Involved in Endocardial Cushion Formation (GO:1905005)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	TGFB1;TGFB3
Regulation of Leukocyte Adhesion to Arterial Endothelial Cell (GO:1904997)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	EFNB2;EPHA4
Regulation of Pentose-Phosphate Shunt (GO:0043456)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	TP53;MTOR
Regulation of Synaptic Transmission, Cholinergic (GO:0032222)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	APP;HSPG2
Inflammatory Response to Wounding (GO:0090594)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	MAPK9;IL6
Sympathetic Neuron Projection Extension (GO:0097490)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NRP1;NRP2
Trigeminal Nerve Morphogenesis (GO:0021636)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NRP1;NRP2
Trigeminal Nerve Structural Organization (GO:0021637)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NRP1;NRP2
Mitochondrial Protein Processing (GO:0034982)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	YME1L1;SPG7
Mo-molybdopterin Cofactor Biosynthetic Process (GO:0006777)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NFS1;MOCS1
Mo-molybdopterin Cofactor Metabolic Process (GO:0019720)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NFS1;MOCS1
Molybdopterin Cofactor Biosynthetic Process (GO:0032324)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	NFS1;MOCS1
Positive Regulation of Cardiac Muscle Cell Differentiation (GO:2000727)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	EFNB2;TGFB1
Positive Regulation of Microglial Cell Migration (GO:1904141)	2/6	0.007572889285151768	0.12801559339358468	0	0	21.138528138528137	103.2232507012273	CSF1;CX3CL1
Basement Membrane Organization (GO:0071711)	3/18	0.007810994140117291	0.13037973866585717	0	0	8.468980477223427	41.093382133912314	COL4A1;NID2;CTSS
Regulation of Leukocyte Chemotaxis (GO:0002688)	3/18	0.007810994140117291	0.13037973866585717	0	0	8.468980477223427	41.093382133912314	IL6;PTK2B;SLIT2
Unsaturated Fatty Acid Metabolic Process (GO:0033559)	5/54	0.008179994187933892	0.13568565359235343	0	0	4.3321773153705925	20.82072073905897	FADS2;GPX4;DEGS1;DAGLB;FADS1
Regulation of Developmental Growth (GO:0048638)	4/35	0.008477915497772508	0.13803918853428365	0	0	5.47124824684432	26.09944448343531	APP;MYCBP2;PLCB1;DNM2
Regulation of Vasculature Development (GO:1901342)	4/35	0.008477915497772508	0.13803918853428365	0	0	5.47124824684432	26.09944448343531	IL6;TGFB1;ERBB2;EPHA2
Vacuolar Transport (GO:0007034)	4/35	0.008477915497772508	0.13803918853428365	0	0	5.47124824684432	26.09944448343531	GRN;CCZ1;VIPAS39;ARSB
Amino Acid Catabolic Process (GO:0009063)	3/19	0.009117992920894498	0.13923668803761083	0	0	7.939262472885033	37.29472971648529	BCKDK;ABAT;HIBCH
Response to Axon Injury (GO:0048678)	3/19	0.009117992920894498	0.13923668803761083	0	0	7.939262472885033	37.29472971648529	FLRT3;PLCG2;RTN4RL2
Regulation of Neuron Projection Development (GO:0010975)	10/179	0.00914890179622769	0.13923668803761083	0	0	2.524176941323671	11.848793071279571	EFNB2;EPHA4;MYCBP2;PTK2B;DENND5A;RTN4RL2;DMD;ARSB;CX3CL1;LZTS3
Positive Regulation of Cellular Process (GO:0048522)	25/647	0.009265469891734773	0.13923668803761083	0	0	1.7316833786228567	8.106807688217888	APP;GRN;CSF1;CX3CL1;EFNB2;HMGN5;CCND2;ERBB2;PTK2B;RPRD1B;CCN1;APOB;EPHA4;TCAF2;ARG2;TGFB1;TGFB3;LAMB2;FN1;ADAM10;INO80;MTOR;IL6;MDM2;TP53
Vacuolar Acidification (GO:0007035)	4/36	0.009366430332597582	0.13923668803761083	0	0	5.3	24.75430308202794	ATP6V1A;GRN;WDR7;ATP6V1D
Positive Regulation of Interleukin-6 Production (GO:0032755)	6/78	0.009505649281874579	0.13923668803761083	0	0	3.541484716157205	16.488688889291844	APP;IL6;TGFB1;SPHK2;PLCG2;TLR2
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	14/297	0.0098777927951442	0.13923668803761083	0	0	2.116544954848842	9.773074775998023	EPHA4;NRP1;CSF1;HGF;ARHGEF28;PIK3C2A;EFNB2;EFNB1;APC;FLRT3;ERBB2;PTK2B;PLCB1;EPHA2
Negative Regulation of Cellular Process (GO:0048523)	22/551	0.009961102733362547	0.13923668803761083	0	0	1.7883738634322421	8.242735846989907	APP;EPHA4;TGFB1;SPHK2;TGFB3;TGFB1I1;SUSD2;FHL1;ITGA1;ADAM10;RND1;IL6;APC;DPP9;DLC1;CDH13;PTK2B;NF2;TGFBI;SLIT2;CRYAB;TP53
Positive Regulation of Growth (GO:0045927)	6/79	0.010091312842826296	0.13923668803761083	0	0	3.4927917688580488	16.05315157992436	ERBB2;RFTN1;ADAM10;INO80;PLCB1;MTOR
Positive Regulation of Organelle Organization (GO:0010638)	6/79	0.010091312842826296	0.13923668803761083	0	0	3.4927917688580488	16.05315157992436	P2RX7;UVRAG;ADCK1;YME1L1;TP53;MARCHF5
Phosphatidic Acid Metabolic Process (GO:0046473)	4/37	0.010313385717402883	0.13923668803761083	0	0	5.139130434782609	23.507989323195133	GPAM;DGKA;PLA2G6;LPIN1
Regulation of Cardiac Epithelial to Mesenchymal Transition (GO:0062042)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	TGFB1;TGFB3
Regulation of Cardiac Muscle Cell Membrane Potential (GO:0086036)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	EHD3;FXYD1
Cellular Response to Bacterial Lipopeptide (GO:0071221)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	CD14;TLR2
Cellular Response to Hepatocyte Growth Factor Stimulus (GO:0035729)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	NRP1;HGF
Cellular Response to Lipoteichoic Acid (GO:0071223)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	CD14;TLR2
Regulation of Microglial Cell Migration (GO:1904139)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	CSF1;CX3CL1
Facial Nerve Morphogenesis (GO:0021610)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	NRP1;NRP2
Facial Nerve Structural Organization (GO:0021612)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	NRP1;NRP2
Foam Cell Differentiation (GO:0090077)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	TGFB1;APOB
Gland Morphogenesis (GO:0022612)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	TGFB1;TGFB3
Glutathione Catabolic Process (GO:0006751)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	GGT5;OPLAH
Response to Hepatocyte Growth Factor (GO:0035728)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	NRP1;HGF
Response to Lipoteichoic Acid (GO:0070391)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	CD14;TLR2
Peptidyl-lysine Hydroxylation (GO:0017185)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	VPS33B;VIPAS39
Positive Regulation of Protein Localization to Centrosome (GO:1904781)	2/7	0.010440030250634164	0.13923668803761083	0	0	16.90995670995671	77.1450453865952	APC;CEP250
Regulation of Apoptotic Process (GO:0042981)	27/722	0.010520700540223556	0.13923668803761083	0	0	1.6749485537428181	7.628403251004898	APP;PRKAA1;TFRC;CX3CL1;HMGN5;CCND2;ERBB2;EMILIN2;PTK2B;SLIT2;SPHK2;TGFB3;HGF;PAWR;MTOR;DNM2;IL6;APC;MDM2;TAX1BP1;YME1L1;ERCC5;NF2;ZNF830;CRYAB;TP53;CD44
Rac Protein Signal Transduction (GO:0016601)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	FARP2;ELMO1;CDH13
Receptor Recycling (GO:0001881)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	EHD3;LMTK2;PLEKHA3
Regulation of Collagen Biosynthetic Process (GO:0032965)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	IL6;TGFB1;TGFB3
Regulation of Receptor Signaling Pathway via STAT (GO:1904892)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	IL6;TGFB1;MGAT5
Regulation of Smooth Muscle Cell Migration (GO:0014910)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	NRP1;PLAU;SLIT2
Sphingomyelin Metabolic Process (GO:0006684)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	SMPD2;DEGS1;SMPDL3A
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	MCUR1;MICU3;PDZD8
Negative Regulation of Ferroptosis (GO:0110076)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	PRKAA1;GPX4;SC5D
Pore Complex Assembly (GO:0046931)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	P2RX7;AFDN;ADAM10
Positive Regulation of Leukocyte Adhesion to Vascular Endothelial Cell (GO:1904996)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	EFNB2;EPHA4;IL6
Positive Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010744)	3/20	0.010545054369088085	0.13923668803761083	0	0	7.471864233762919	34.01266054473345	MAPK9;CSF1;APOB
Regulation of Focal Adhesion Assembly (GO:0051893)	5/58	0.010995526763205737	0.14446598034429717	0	0	4.0043984050643315	18.060904967228122	NRP1;MACF1;PTPRA;DLC1;GPM6B
Intracellular pH Reduction (GO:0051452)	4/38	0.011320150643395952	0.14727294023320028	0	0	4.98772378516624	22.350842676218086	ATP6V1A;TMEM87A;WDR7;ATP6V1D
Negative Regulation of Endothelial Cell Migration (GO:0010596)	4/38	0.011320150643395952	0.14727294023320028	0	0	4.98772378516624	22.350842676218086	TGFB1;PTPRM;STC1;SLIT2
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	5/59	0.011790848438425273	0.15190733861932368	0	0	3.9300411522633745	17.451078939399064	TGFB1;PLAU;ITGA1;CDH13;ANTXR1
Triglyceride Metabolic Process (GO:0006641)	5/59	0.011790848438425273	0.15190733861932368	0	0	3.9300411522633745	17.451078939399064	GK;GPAM;TMEM68;APOB;LPIN1
Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531)	3/21	0.012094093689130368	0.15431598389880768	0	0	7.056399132321041	31.15427080925082	PIKFYVE;TAX1BP1;MARCHF5
Regulation of Heterotypic Cell-Cell Adhesion (GO:0034114)	3/21	0.012094093689130368	0.15431598389880768	0	0	7.056399132321041	31.15427080925082	IL1RN;FGG;CD44
Positive Regulation of Multicellular Organismal Process (GO:0051240)	18/432	0.012605689814153762	0.16007416634815352	0	0	1.864106063560148	8.152867317892015	APP;PRKAA1;TGFB1;TGFB3;TGFB1I1;FST;FGG;TRPV2;TLE6;MTOR;IL6;APC;CPT2;LCN2;STAT6;CD14;PLCB1;LPIN1
Negative Regulation of Neuron Apoptotic Process (GO:0043524)	6/83	0.012691360483719894	0.16039462249425046	0	0	3.310667498440424	14.45713471250088	GRN;UNC5B;TGFB3;PTK2B;HSPG2;CX3CL1
Regulation of Cell Division (GO:0051302)	6/84	0.01340839304527688	0.16384207381852584	0	0	3.2680550890157876	14.09144314617099	UVRAG;SUSD2;KIF13A;YME1L1;MYO19;TLE6
Regulation of Bone Mineralization (GO:0030500)	5/61	0.013496879525628586	0.16384207381852584	0	0	3.789293495175848	16.314033032122417	P2RX7;BMP2K;PTK2B;CCN1;GPM6B
Fatty Acid Metabolic Process (GO:0006631)	8/135	0.013558168405513027	0.16384207381852584	0	0	2.681171432518304	11.531091148778543	GGT5;CPT2;GPX4;PCCA;THEM4;MLYCD;LPIN1;CRAT
Cellular Response to Insulin Stimulus (GO:0032869)	7/109	0.013586006929010408	0.16384207381852584	0	0	2.91839361565195	12.545342172788763	APC;DENND4C;PIK3C2A;LPIN1;CPEB2;MTOR;PCK2
Autocrine Signaling (GO:0035425)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	IL6;CX3CL1
Cyclic-GMP-AMP Transmembrane Import Across Plasma Membrane (GO:0140361)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	LRRC8C;LRRC8D
Ganglioside Catabolic Process (GO:0006689)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	HEXA;NEU1
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	NRP1;HGF
Positive Regulation of cGAS/STING Signaling Pathway (GO:0141111)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	PIKFYVE;MARCHF5
Positive Regulation of Glial Cell Migration (GO:1903977)	2/8	0.013707734537289764	0.16384207381852584	0	0	14.090909090909092	60.44711193698295	CSF1;CX3CL1
Regulation of Cell-Substrate Junction Assembly (GO:0090109)	3/22	0.013766685177668147	0.16384207381852584	0	0	6.684667199451992	28.647166170664285	MACF1;PTPRA;GPM6B
Regulation of Extracellular Matrix Disassembly (GO:0010715)	3/22	0.013766685177668147	0.16384207381852584	0	0	6.684667199451992	28.647166170664285	IL6;TGFB1;PLAU
Hippo Signaling (GO:0035329)	3/22	0.013766685177668147	0.16384207381852584	0	0	6.684667199451992	28.647166170664285	FAT4;NF2;AMOT
Protein Modification Process (GO:0036211)	18/439	0.014630553652772493	0.17276721942999249	0	0	1.8324403779171947	7.741406820462494	LIPT1;ATE1;PARP4;DMPK;CDC42BPG;F13A1;LMTK2;CDC42BPA;MTOR;PPP2CA;MAPK9;MKNK1;ERBB2;MACROD1;STK38L;AGA;NEK3;MAP4K3
Branching Morphogenesis of an Epithelial Tube (GO:0048754)	4/41	0.014711903387783836	0.17276721942999249	0	0	4.582608695652174	19.334476825934686	NRP1;COL4A1;SLIT2;EPHA2
Semaphorin-plexin Signaling Pathway (GO:0071526)	4/41	0.014711903387783836	0.17276721942999249	0	0	4.582608695652174	19.334476825934686	FARP2;NRP1;NRP2;ERBB2
Glycerophospholipid Metabolic Process (GO:0006650)	5/63	0.015361822602040914	0.17881849177268644	0	0	3.658252573059875	15.276386803932354	FIG4;PIKFYVE;GPAM;PLA2G6;LPIN1
Axon Extension (GO:0048675)	3/23	0.015564081235678436	0.17881849177268644	0	0	6.3501084598698485	26.434164848632047	NRP1;NRP2;SLIT2
Diacylglycerol Metabolic Process (GO:0046339)	3/23	0.015564081235678436	0.17881849177268644	0	0	6.3501084598698485	26.434164848632047	GPAM;DGKA;DAGLB
Iron Ion Transport (GO:0006826)	3/23	0.015564081235678436	0.17881849177268644	0	0	6.3501084598698485	26.434164848632047	TFRC;LMTK2;DNM2
Lysosomal Lumen Acidification (GO:0007042)	3/23	0.015564081235678436	0.17881849177268644	0	0	6.3501084598698485	26.434164848632047	ATP6V1A;GRN;ATP6V1D
Regulation of Organelle Assembly (GO:1902115)	6/87	0.015728595145679317	0.17992970481307288	0	0	3.146530810286269	13.065260831402522	CYLD;TBC1D2;PIKFYVE;STAM;NF2;MTOR
Regulation of Cytoskeleton Organization (GO:0051493)	8/139	0.01592428249210463	0.18138646237787848	0	0	2.598767912146779	10.758665615357915	P2RX7;CYLD;PRKAA1;ARAP2;PTK2B;GPM6B;MTOR;RND1
Positive Regulation of Endothelial Cell Migration (GO:0010595)	6/88	0.016560014997970666	0.18782170856672714	0	0	3.1079987219086163	12.745169968131101	NRP1;NRP2;GRN;TGFB1;PTK2B;AMOT
Substrate Adhesion-Dependent Cell Spreading (GO:0034446)	4/43	0.01729393173749476	0.1878992307929181	0	0	4.347157190635452	17.638153870896787	LAMB2;TGFB1I1;FN1;ANTXR1
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	4/43	0.01729393173749476	0.1878992307929181	0	0	4.347157190635452	17.638153870896787	RRM1;CCND2;PLCG2;PLCB1
Bone Resorption (GO:0045453)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	PTK2B;TPP1
Guanine Nucleotide Transmembrane Transport (GO:1903790)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	LRRC8C;LRRC8D
Integrin Activation (GO:0033622)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	FN1;CX3CL1
Sympathetic Ganglion Development (GO:0061549)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	NRP1;NRP2
Monocyte Activation (GO:0042117)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	CSF1;ADAM10
Oligosaccharide Catabolic Process (GO:0009313)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	MAN2B2;NEU1
Positive Regulation of Defense Response to Bacterium (GO:1900426)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	GRN;EMILIN2
Positive Regulation of Early Endosome to Late Endosome Transport (GO:2000643)	2/9	0.01735595444480665	0.1878992307929181	0	0	12.07730364873222	48.95921067876586	MTMR2;NF2
Regulation of Biosynthetic Process (GO:0009889)	3/24	0.017487230597532315	0.1878992307929181	0	0	6.047412457390766	24.469550351315256	PIKFYVE;SPHK2;SIRT5
Microglial Cell Activation (GO:0001774)	3/24	0.017487230597532315	0.1878992307929181	0	0	6.047412457390766	24.469550351315256	APP;GRN;CX3CL1
Purine Ribonucleotide Transport (GO:0015868)	3/24	0.017487230597532315	0.1878992307929181	0	0	6.047412457390766	24.469550351315256	LRRC8C;LRRC8D;SLC25A42
Regulation of Interleukin-6 Production (GO:0032675)	7/115	0.017776088229202413	0.19023281516251292	0	0	2.7554096766350598	11.104028439176295	APP;IL6;TGFB1;SPHK2;PLCG2;CX3CL1;TLR2
Negative Regulation of Cell Motility (GO:2000146)	8/142	0.01788501047311343	0.19062979034394795	0	0	2.5401937680020947	10.221212176752648	EPHA4;AFDN;DLC1;STC1;EMILIN2;NF2;SLIT2;CX3CL1
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	11/229	0.018367213105801864	0.19498633433119258	0	0	2.1517913198452723	8.601114657921606	PPP2CA;APP;TGFB1;UNC5B;HGF;FN1;THEM4;PTK2B;AMBRA1;CX3CL1;MTOR
Regulation of Epithelial Cell Migration (GO:0010632)	4/44	0.018684207663760596	0.19677732991912944	0	0	4.2382608695652175	16.868603004386816	DOCK5;MACF1;PLCG2;ARSB
Positive Regulation of Stress Fiber Assembly (GO:0051496)	4/44	0.018684207663760596	0.19677732991912944	0	0	4.2382608695652175	16.868603004386816	NRP1;TGFB3;NF2;AMOT
Adenine Nucleotide Transport (GO:0051503)	3/25	0.019536795803423646	0.20152923615667195	0	0	5.772234273318872	22.71637185253582	LRRC8C;LRRC8D;SLC25A42
Blood Coagulation, Fibrin Clot Formation (GO:0072378)	3/25	0.019536795803423646	0.20152923615667195	0	0	5.772234273318872	22.71637185253582	FGG;FN1;F13A1
Response to Ketone (GO:1901654)	3/25	0.019536795803423646	0.20152923615667195	0	0	5.772234273318872	22.71637185253582	TGFB1;TGFB3;SLIT2
Positive Regulation of Interleukin-17 Production (GO:0032740)	3/25	0.019536795803423646	0.20152923615667195	0	0	5.772234273318872	22.71637185253582	IL6;TGFB1;RFTN1
Protein Activation Cascade (GO:0072376)	3/25	0.019536795803423646	0.20152923615667195	0	0	5.772234273318872	22.71637185253582	FGG;FN1;F13A1
Regulation of miRNA Transcription (GO:1902893)	5/67	0.01959101089993269	0.20152923615667195	0	0	3.4215334879471504	13.455811527813633	APP;NOTCH3;IL6;TGFB1;TP53
Pos Reg Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051897)	9/173	0.01987976109518253	0.20370998434986268	0	0	2.336478155990351	9.1544454708771	APP;TGFB1;UNC5B;HGF;FN1;PTK2B;AMBRA1;CX3CL1;MTOR
Intracellular Iron Ion Homeostasis (GO:0006879)	5/68	0.020756110544891838	0.20879258320970592	0	0	3.367050523913269	13.047033205652099	ATP6V1A;TFRC;CISD1;BOLA1;ISCU
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	11/234	0.021165198432617178	0.20879258320970592	0	0	2.1030004256624992	8.107901594232448	ATP6V1A;APP;TFRC;DMPK;FXYD1;CISD1;BOLA1;STC1;ATP13A3;ISCU;KCNJ2
Alpha-linolenic Acid Metabolic Process (GO:0036109)	2/10	0.021365353390483857	0.20879258320970592	0	0	10.567099567099566	40.64090293505138	FADS2;FADS1
Axon Ensheathment in Central Nervous System (GO:0032291)	2/10	0.021365353390483857	0.20879258320970592	0	0	10.567099567099566	40.64090293505138	CNTNAP1;GPM6B
Regulation of Cardiac Muscle Cell Differentiation (GO:2000725)	2/10	0.021365353390483857	0.20879258320970592	0	0	10.567099567099566	40.64090293505138	EFNB2;TGFB1
Regulation of Defense Response to Bacterium (GO:1900424)	2/10	0.021365353390483857	0.20879258320970592	0	0	10.567099567099566	40.64090293505138	GRN;EMILIN2
