Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	PLCG2
Melanosome Localization (GO:0032400)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	VPS33B
Microautophagy (GO:0016237)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	SNX7
Nuclear-transcribed mRNA poly(A) Tail Shortening (GO:0000289)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	SAMD4A
Positive Regulation of Blood Coagulation (GO:0030194)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	PLAU
Positive Regulation of Monocyte Chemotaxis (GO:0090026)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	APP
Protein Heterooligomerization (GO:0051291)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	TMEM120A
Protein Localization to Synapse (GO:0035418)	1/21	0.38932421530258365	0.5381596184443005	0	0	2.10755939524838	1.988151031947642	HSPG2
RNA 3'-End Processing (GO:0031123)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	ZCCHC8;RPRD1B
Cellular Response to Interleukin-1 (GO:0071347)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	TOLLIP;PLCB1
Regulation of Lipid Metabolic Process (GO:0019216)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	MTMR2;PLCG2
Dicarboxylic Acid Metabolic Process (GO:0043648)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	DGLUCY;PCK2
Heart Morphogenesis (GO:0003007)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	APC;DLC1
Lipid Catabolic Process (GO:0016042)	2/58	0.390826187003799	0.5385528038982775	0	0	1.5058750773036487	1.414758118719239	SMPD2;LPIN1
Regulation of GTPase Activity (GO:0043087)	3/97	0.39169289744689395	0.5391872146390335	0	0	1.3459639082475654	1.26154124433802	EPHA4;TBC1D2;LRCH1
Mitochondrial Respiratory Chain Complex Assembly (GO:0033108)	3/97	0.39169289744689395	0.5391872146390335	0	0	1.3459639082475654	1.26154124433802	DMAC1;COX17;COA6
Chemokine-mediated Signaling Pathway (GO:0070098)	2/59	0.39903092345304964	0.5478676000229663	0	0	1.479380268853953	1.3591308596617604	PTK2B;CX3CL1
Regulation of Myoblast Differentiation (GO:0045661)	2/59	0.39903092345304964	0.5478676000229663	0	0	1.479380268853953	1.3591308596617604	TGFB1;PLCB1
Signal Transduction by P53 Class Mediator (GO:0072331)	2/59	0.39903092345304964	0.5478676000229663	0	0	1.479380268853953	1.3591308596617604	MDM2;TP53
Negative Regulation of Immune System Process (GO:0002683)	2/59	0.39903092345304964	0.5478676000229663	0	0	1.479380268853953	1.3591308596617604	TAX1BP1;MARCHF5
Positive Regulation of Nervous System Development (GO:0051962)	2/59	0.39903092345304964	0.5478676000229663	0	0	1.479380268853953	1.3591308596617604	MME;RTN4RL2
RNA-templated DNA Biosynthetic Process (GO:0006278)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	POT1
Anaphase-promoting Complex-Dependent Catabolic Process (GO:0031145)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	CDC27
Regulation of Adipose Tissue Development (GO:1904177)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	PRKAA1
Regulation of Calcium Ion Import (GO:0090279)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	STC1
Regulation of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	SNTA1
Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	GPC1
Gamma-aminobutyric Acid Signaling Pathway (GO:0007214)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	PLCL1
Long-chain Fatty Acid Transport (GO:0015909)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	CPT2
Telomere Maintenance via Telomerase (GO:0007004)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	POT1
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	PRKAR2A
Negative Regulation of Lipid Catabolic Process (GO:0050995)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	PRKAA1
Negative Regulation of Receptor Signaling Pathway via STAT (GO:1904893)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	NF2
Positive Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010971)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	RRM1
Positive Regulation of Granulocyte Chemotaxis (GO:0071624)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	THBS4
Positive Regulation of Leukocyte Proliferation (GO:0070665)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	CSF1
Positive Regulation of Lipid Catabolic Process (GO:0050996)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	DAGLB
Positive Regulation of Peptidyl-Serine Phosphorylation (GO:0033138)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	IL6
Pulmonary Valve Development (GO:0003177)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	SLIT2
Purine Ribonucleotide Catabolic Process (GO:0009154)	1/22	0.40350675951709336	0.5486203584827694	0	0	2.0070965751311323	1.8215646606004818	NT5C
Enzyme-linked Receptor Protein Signaling Pathway (GO:0007167)	4/139	0.40373347047762076	0.5486475323336434	0	0	1.2496618357487923	1.1334437165034494	CSF1;NPR2;ERBB2;EPHA2
Regulation of Calcium Ion Transport (GO:0051924)	2/60	0.4071837532462804	0.5527701693686078	0	0	1.4537990744887297	1.3062249673586404	STC1;DMD
Positive Regulation of TORC1 Signaling (GO:1904263)	2/60	0.4071837532462804	0.5527701693686078	0	0	1.4537990744887297	1.3062249673586404	ATP6V1A;ATP6V1D
Defense Response to Gram-positive Bacterium (GO:0050830)	3/100	0.4104440271352624	0.5566206407088098	0	0	1.3041348927700875	1.1613526129506422	APP;IL6;TLR2
Response to Reactive Oxygen Species (GO:0000302)	2/61	0.4152826678679693	0.5566206407088098	0	0	1.4290850392545307	1.2558740206875092	MAPK9;TXNRD2
Protein Autophosphorylation (GO:0046777)	3/101	0.4166557943029875	0.5566206407088098	0	0	1.2907609898623225	1.130054575154843	PIKFYVE;LMTK2;PTK2B
Associative Learning (GO:0008306)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	APP
Cell Junction Maintenance (GO:0034331)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	KIRREL1
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	PRKAR2A
Regulation of Interleukin-13 Production (GO:0032656)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	SPHK2
Early Endosome to Late Endosome Transport (GO:0045022)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	LMTK2
Endocardial Cushion Development (GO:0003197)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	APC
Entrainment of Circadian Clock by Photoperiod (GO:0043153)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	TP53
Regulation of Smooth Muscle Contraction (GO:0006940)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	CNN1
Fc-gamma Receptor Signaling Pathway Involved in Phagocytosis (GO:0038096)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	PLA2G6
Response to Acidic pH (GO:0010447)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	CTSS
Response to Copper Ion (GO:0046688)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	PRND
Glycosaminoglycan Biosynthetic Process (GO:0006024)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	HEXA
Growth Hormone Receptor Signaling Pathway (GO:0060396)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	STAT6
Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage by P53 Class Mediator (GO:0042771)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	TP53
Maturation of LSU-rRNA Fm Tricistronic rRNA Trans (GO:0000463)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	URB1
Membrane Protein Ectodomain Proteolysis (GO:0006509)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	ADAM10
Negative Regulation of Cell Development (GO:0010721)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	IL6
Negative Regulation of Microtubule Depolymerization (GO:0007026)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	APC
Negative Regulation of Myeloid Cell Differentiation (GO:0045638)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	PTK2B
Negative Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	TGFB1
Negative Regulation of Protein Serine/Threonine Kinase Activity (GO:0071901)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	APC
Negative Regulation of Stress Fiber Assembly (GO:0051497)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	DLC1
Neuromuscular Synaptic Transmission (GO:0007274)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	DTNA
Nitric Oxide Metabolic Process (GO:0046209)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	ARG2
Nucleophagy (GO:0044804)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	SNX7
Phosphatidylcholine Biosynthetic Process (GO:0006656)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	CHKB
Positive Regulation of Hormone Secretion (GO:0046887)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	FGG
Positive Regulation of Osteoclast Differentiation (GO:0045672)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	CSF1
Positive Regulation of Release of Cytochrome C From Mitochondria (GO:0090200)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	TP53
Positive Regulation of Synaptic Transmission, Glutamatergic (GO:0051968)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	PTK2B
Positive Regulation of Telomere Maintenance via Telomerase (GO:0032212)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	POT1
Protein Localization to Centrosome (GO:0071539)	1/23	0.4173606160552116	0.5566206407088098	0	0	1.9157667386609072	1.6740058734319418	CEP250
Double-strand Break Repair (GO:0006302)	5/183	0.4197809397348368	0.559567360148798	0	0	1.1846711218819612	1.028320923326837	BABAM1;EXD2;ERCC4;ERCC5;INO80
Hemopoiesis (GO:0030097)	3/102	0.42284623646073255	0.5620343265251759	0	0	1.2776572668112798	1.0997392419048206	TGFB1;FST;TP53
Autophagy of Mitochondrion (GO:0000422)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	AMBRA1;SNX7
Regulation of Intracellular Transport (GO:0032386)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	LCP1;CRYAB
DNA-templated DNA Replication (GO:0006261)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	RRM1;POLRMT
Mesenchymal Cell Differentiation (GO:0048762)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	TGFB1;HGF
Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	BABAM1;TP53
Negative Regulation of Response to Stimulus (GO:0048585)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	EPHA4;SLIT2
Protein Homotetramerization (GO:0051289)	2/62	0.42332577947393624	0.5620343265251759	0	0	1.405194805194805	1.2079240482505695	KCNJ2;GLS
Response to Cytokine (GO:0034097)	4/143	0.4245985071564635	0.563442218996627	0	0	1.2134501094776353	1.039455009754616	APP;MME;ADAM10;MAP4K3
Alpha-beta T Cell Activation (GO:0046631)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	CD44
Androgen Metabolic Process (GO:0008209)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	HSD17B7
Artery Development (GO:0060840)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	NRP1
Carbohydrate Derivative Transport (GO:1901264)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	CD44
DNA Catabolic Process (GO:0006308)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	DNASE2
Regulation of Protein Modification Process (GO:0031399)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	FN1
Regulation of Synaptic Vesicle Exocytosis (GO:2000300)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	PREPL
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	PLA2G6
Hydrogen Peroxide Metabolic Process (GO:0042743)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	MAOB
SnRNA Processing (GO:0016180)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	PPP2CA
Steroid Hormone Biosynthetic Process (GO:0120178)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	HSD17B7
Lymphocyte Activation Involved in Immune Response (GO:0002285)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	LCP1
Lymphocyte Chemotaxis (GO:0048247)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	HSD3B7
MRNA Modification (GO:0016556)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	RPUSD2
Mammary Gland Development (GO:0030879)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	TGFB3
Vesicle Transport Along Microtubule (GO:0047496)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	KIF13A
N-glycan Processing (GO:0006491)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	GANC
Negative Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046426)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	NF2
Negative Regulation of Receptor-Mediated Endocytosis (GO:0048261)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	MTMR2
Nucleic Acid Metabolic Process (GO:0090304)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	EXD2
Plasma Membrane Repair (GO:0001778)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	RAB3A
Positive Regulation of BMP Signaling Pathway (GO:0030513)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	CCN1
Positive Regulation of Neural Precursor Cell Proliferation (GO:2000179)	1/24	0.43089338640172387	0.565294635447442	0	0	1.8323786271011362	1.5426696398220914	CX3CL1
Vesicle Organization (GO:0016050)	2/63	0.4313113163846333	0.5655633565636448	0	0	1.3820878574976936	1.162232422049345	VPS33B;PLEKHA3
Muscle Contraction (GO:0006936)	4/145	0.43496445476385637	0.5700719323176666	0	0	1.1961147086031452	0.9957546873204178	DTNA;FXYD1;CRYAB;SNTA1
Antibacterial Humoral Response (GO:0019731)	2/64	0.43923761873516864	0.5724500077022524	0	0	1.359726295210166	1.1186668648869718	APP;PLA2G6
Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	2/64	0.43923761873516864	0.5724500077022524	0	0	1.359726295210166	1.1186668648869718	MDM2;MTOR
Telomere Maintenance (GO:0000723)	2/64	0.43923761873516864	0.5724500077022524	0	0	1.359726295210166	1.1186668648869718	ERCC4;POT1
Glucose Homeostasis (GO:0042593)	3/105	0.44127824003974636	0.5724500077022524	0	0	1.2398877121347454	1.0143269337186107	IL6;PRKAA1;LRRC8D
Protein Targeting (GO:0006605)	3/105	0.44127824003974636	0.5724500077022524	0	0	1.2398877121347454	1.0143269337186107	PIKFYVE;CHM;NACAD
Calcium Ion Import Across Plasma Membrane (GO:0098703)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	TRPV2
Regulation of Cholesterol Biosynthetic Process (GO:0045540)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	PRKAA1
Cellular Response to Interferon-Beta (GO:0035458)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	UBE2G2
Cellular Response to Interleukin-6 (GO:0071354)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	IL6
Regulation of Membrane Depolarization (GO:0003254)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	FHL1
Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051043)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	APP
DNA Repair-Dependent Chromatin Remodeling (GO:0140861)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	BABAM1
Regulation of Myotube Differentiation (GO:0010830)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	DMPK
Regulation of Necroptotic Process (GO:0060544)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	CYLD
Regulation of Protein Transport (GO:0051223)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	LCP1
Response to dsRNA (GO:0043331)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	RFTN1
Response to Purine-Containing Compound (GO:0014074)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	P2RX7
Reticulophagy (GO:0061709)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	SNX7
T-helper 17 Cell Differentiation (GO:0072539)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	IL6
Transcription Initiation at RNA Polymerase III Promoter (GO:0006384)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	POLR2K
Translesion Synthesis (GO:0019985)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	POLK
Maturation of LSU-rRNA (GO:0000470)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	URB1
U2-type Prespliceosome Assembly (GO:1903241)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	SNRPB
Myotube Differentiation (GO:0014902)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	DOCK5
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	FGG
Negative Regulation of Hippo Signaling (GO:0035331)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	PPP2CA
Negative Regulation of Hydrolase Activity (GO:0051346)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	LRCH1
Negative Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	TAX1BP1
Phosphatidylglycerol Metabolic Process (GO:0046471)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	GPAM
Photoperiodism (GO:0009648)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	TP53
Positive Regulation of T Cell Cytokine Production (GO:0002726)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	IL6
Positive Regulation of Cell Cycle G2/M Phase Transition (GO:1902751)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	RRM1
Positive Regulation of Receptor Internalization (GO:0002092)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	APP
Protein K63-linked Deubiquitination (GO:0070536)	1/25	0.4441124965557414	0.5724500077022524	0	0	1.755939524838013	1.4252563894853427	CYLD
Granulocyte Chemotaxis (GO:0071621)	2/65	0.44710313440064653	0.5760251061647165	0	0	1.3380746237889094	1.0771045578804639	PIKFYVE;CX3CL1
Negative Regulation of Defense Response (GO:0031348)	4/148	0.45041336536179427	0.5800082831975749	0	0	1.1710144927536232	0.9339888967558454	CYLD;IL1RN;MVK;UACA
Negative Regulation of Signal Transduction (GO:0009968)	8/316	0.4514459838193231	0.5800788541346195	0	0	1.0952380952380953	0.8710423647771459	APP;IL6;MGRN1;GPC1;TAX1BP1;TULP3;CX3CL1;MTOR
Negative Regulation of Translation (GO:0017148)	3/107	0.45343940652376485	0.5800788541346195	0	0	1.2159185716669447	0.9616622545247279	EPHA4;HABP4;CPEB2
Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	2/66	0.4549064146006624	0.5800788541346195	0	0	1.317099567099567	1.037431338351874	APP;CYLD
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)	2/66	0.4549064146006624	0.5800788541346195	0	0	1.317099567099567	1.037431338351874	IL6;NF2
Glycolipid Biosynthetic Process (GO:0009247)	2/66	0.4549064146006624	0.5800788541346195	0	0	1.317099567099567	1.037431338351874	PIGQ;DEGS1
Protein Autoubiquitination (GO:0051865)	2/66	0.4549064146006624	0.5800788541346195	0	0	1.317099567099567	1.037431338351874	MDM2;MARCHF5
Aminoglycan Biosynthetic Process (GO:0006023)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	HEXA
Regulation of Behavior (GO:0050795)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	MTOR
Calcium Ion Import Into Cytosol (GO:1902656)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	TRPV2
DNA Replication Checkpoint Signaling (GO:0000076)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	ZNF830
Regulation of Protein Processing (GO:0070613)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	PLAU
Endothelial Cell Development (GO:0001885)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	STC1
Regulation of Synaptic Transmission, GABAergic (GO:0032228)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	PLCL1
Regulation of Toll-Like Receptor Signaling Pathway (GO:0034121)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	APP
Histone mRNA Catabolic Process (GO:0071044)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	SNRPB
Icosanoid Biosynthetic Process (GO:0046456)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	FADS1
Transcription by RNA Polymerase I (GO:0006360)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	POLR2K
Macrophage Differentiation (GO:0030225)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	CSF1
Ventricular Cardiac Muscle Tissue Development (GO:0003229)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	TGFB1
Monocyte Chemotaxis (GO:0002548)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	IL6
Negative Regulation of ERBB Signaling Pathway (GO:1901185)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	ITGA1
Negative Regulation of Axonogenesis (GO:0050771)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	DIP2B
Negative Regulation of Cilium Assembly (GO:1902018)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	CEP97
Negative Regulation of Immune Effector Process (GO:0002698)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	GRN
Negative Regulation of Protein Depolymerization (GO:1901880)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	APC
Negative Regulation of Protein Polymerization (GO:0032272)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	SLIT2
Negative Regulation of Protein Transport (GO:0051224)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	CYP51A1
Negative Regulation of Synaptic Transmission (GO:0050805)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	HSPG2
Positive Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904358)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	POT1
Protein Export From Nucleus (GO:0006611)	1/26	0.45702520120402756	0.5800788541346195	0	0	1.6856155507559396	1.3198652014390275	TGFB1
Nervous System Development (GO:0007399)	13/531	0.4613679319165559	0.5853109423071412	0	0	1.0582831802343997	0.8186449414652399	APP;CNTNAP1;TGFB1;FN1;CRIM1;SPG7;BTD;APC;FLRT3;TPP1;FAT4;DAGLB;GPM6B
Response to Molecule of Bacterial Origin (GO:0002237)	2/67	0.4626461102879731	0.5866520672261254	0	0	1.2967698967698968	0.9995409746193534	IL6;CD14
Regulation of Defense Response (GO:0031347)	3/109	0.4654897529341925	0.5876571479568236	0	0	1.1928539270658536	0.9121338813881316	CYLD;GRN;DAGLB
